time,id,celsius,farenh
2016/9/16 10:49:16,28 CA DE 3 0 0 80 B6,22.62,72.72
2016/9/16 10:49:19,28 23 DE 3 0 0 80 9,23.37,74.07
2016/9/16 10:49:22,28 7B DF 3 0 0 80 4B,22.81,73.06
2016/9/16 10:49:25,28F 6E CF 43 16 3 29,22.69,72.84
2016/9/16 10:52:28,28 94 E9 3 0 0 80 5E,23.69,74.64
2016/9/16 10:52:31,28 2C9 3 0 0 80 84,22.62,72.72
2016/9/16 10:52:34,28 CA DE 3 0 0 80 B6,22.56,72.61
2016/9/16 10:52:37,28 23 DE 3 0 0 80 9,22.81,73.06
2016/9/16 10:52:40,28 7B DF 3 0 0 80 4B,23.06,73.51
2016/9/16 10:52:43,28F 6E CF 43 16 3 29,22.81,73.06
2016/9/16 10:55:45,28 94 E9 3 0 0 80 5E,24.06,75.31
2016/9/16 10:55:48,28 2C9 3 0 0 80 84,23.00,73.40
2016/9/16 10:55:52,28 CA DE 3 0 0 80 B6,22.81,73.06
2016/9/16 10:55:55,28 23 DE 3 0 0 80 9,23.50,74.30
2016/9/16 10:55:58,28 7B DF 3 0 0 80 4B,22.69,72.84
2016/9/16 10:56:1,28F 6E CF 43 16 3 29,23.12,73.62
2016/9/16 10:59:3,28 94 E9 3 0 0 80 5E,24.12,75.43
2016/9/16 10:59:6,28 2C9 3 0 0 80 84,24.44,75.99
2016/9/16 10:59:9,28 CA DE 3 0 0 80 B6,22.87,73.18
2016/9/16 10:59:12,28 23 DE 3 0 0 80 9,24.25,75.65
2016/9/16 10:59:16,28 7B DF 3 0 0 80 4B,23.19,73.74
2016/9/16 10:59:19,28F 6E CF 43 16 3 29,23.50,74.30
2016/9/16 11:2:21,28 94 E9 3 0 0 80 5E,24.06,75.31
2016/9/16 11:2:24,28 2C9 3 0 0 80 84,24.44,75.99
2016/9/16 11:2:27,28 CA DE 3 0 0 80 B6,23.00,73.40
2016/9/16 11:2:30,28 23 DE 3 0 0 80 9,23.75,74.75
2016/9/16 11:2:33,28 7B DF 3 0 0 80 4B,23.56,74.41
2016/9/16 11:2:36,28F 6E CF 43 16 3 29,23.81,74.86
2016/9/16 11:5:39,28 94 E9 3 0 0 80 5E,23.81,74.86
2016/9/16 11:5:42,28 2C9 3 0 0 80 84,23.56,74.41
2016/9/16 11:5:45,28 CA DE 3 0 0 80 B6,23.12,73.62
2016/9/16 11:5:48,28 23 DE 3 0 0 80 9,23.31,73.96
2016/9/16 11:5:51,28 7B DF 3 0 0 80 4B,23.50,74.30
2016/9/16 11:5:54,28F 6E CF 43 16 3 29,24.19,75.54
2016/9/16 11:8:56,28 94 E9 3 0 0 80 5E,23.81,74.86
2016/9/16 11:8:59,28 2C9 3 0 0 80 84,23.56,74.41
2016/9/16 11:9:3,28 CA DE 3 0 0 80 B6,23.25,73.85
2016/9/16 11:9:6,28 23 DE 3 0 0 80 9,23.06,73.51
2016/9/16 11:9:9,28 7B DF 3 0 0 80 4B,23.44,74.19
2016/9/16 11:9:12,28F 6E CF 43 16 3 29,24.50,76.10
2016/9/16 11:12:14,28 94 E9 3 0 0 80 5E,24.06,75.31
2016/9/16 11:12:17,28 2C9 3 0 0 80 84,23.94,75.09
2016/9/16 11:12:20,28 CA DE 3 0 0 80 B6,23.44,74.19
2016/9/16 11:12:23,28 23 DE 3 0 0 80 9,23.37,74.07
2016/9/16 11:12:27,28 7B DF 3 0 0 80 4B,23.69,74.64
2016/9/16 11:12:30,28F 6E CF 43 16 3 29,24.31,75.76
2016/9/16 11:15:32,28 94 E9 3 0 0 80 5E,24.12,75.43
2016/9/16 11:15:35,28 2C9 3 0 0 80 84,23.44,74.19
2016/9/16 11:15:38,28 CA DE 3 0 0 80 B6,23.06,73.51
2016/9/16 11:15:41,28 23 DE 3 0 0 80 9,23.12,73.62
2016/9/16 11:15:44,28 7B DF 3 0 0 80 4B,23.69,74.64
2016/9/16 11:15:47,28F 6E CF 43 16 3 29,23.81,74.86
2016/9/16 11:18:50,28 94 E9 3 0 0 80 5E,23.62,74.52
2016/9/16 11:18:53,28 2C9 3 0 0 80 84,23.56,74.41
2016/9/16 11:18:56,28 CA DE 3 0 0 80 B6,23.37,74.07
2016/9/16 11:18:59,28 23 DE 3 0 0 80 9,23.25,73.85
2016/9/16 11:19:2,28 7B DF 3 0 0 80 4B,24.19,75.54
2016/9/16 11:19:5,28F 6E CF 43 16 3 29,23.94,75.09
2016/9/16 11:22:7,28 94 E9 3 0 0 80 5E,23.69,74.64
2016/9/16 11:22:10,28 2C9 3 0 0 80 84,23.50,74.30
2016/9/16 11:22:14,28 CA DE 3 0 0 80 B6,23.44,74.19
2016/9/16 11:22:17,28 23 DE 3 0 0 80 9,23.69,74.64
2016/9/16 11:22:20,28 7B DF 3 0 0 80 4B,24.31,75.76
2016/9/16 11:22:23,28F 6E CF 43 16 3 29,23.81,74.86
2016/9/16 11:25:25,28 94 E9 3 0 0 80 5E,24.56,76.21
2016/9/16 11:25:28,28 2C9 3 0 0 80 84,24.25,75.65
2016/9/16 11:25:31,28 CA DE 3 0 0 80 B6,24.31,75.76
2016/9/16 11:25:34,28 23 DE 3 0 0 80 9,24.44,75.99
2016/9/16 11:25:38,28 7B DF 3 0 0 80 4B,25.06,77.11
2016/9/16 11:25:41,28F 6E CF 43 16 3 29,24.56,76.21
2016/9/16 11:28:43,28 94 E9 3 0 0 80 5E,25.12,77.22
2016/9/16 11:28:46,28 2C9 3 0 0 80 84,24.50,76.10
2016/9/16 11:28:49,28 CA DE 3 0 0 80 B6,24.56,76.21
2016/9/16 11:28:52,28 23 DE 3 0 0 80 9,24.50,76.10
2016/9/16 11:28:55,28 7B DF 3 0 0 80 4B,25.62,78.12
2016/9/16 11:28:58,28F 6E CF 43 16 3 29,25.25,77.45
2016/9/16 11:32:1,28 94 E9 3 0 0 80 5E,25.25,77.45
2016/9/16 11:32:4,28 2C9 3 0 0 80 84,25.00,77.00
2016/9/16 11:32:7,28 CA DE 3 0 0 80 B6,25.25,77.45
2016/9/16 11:32:10,28 23 DE 3 0 0 80 9,25.62,78.12
2016/9/16 11:32:13,28 7B DF 3 0 0 80 4B,26.12,79.02
2016/9/16 11:32:16,28F 6E CF 43 16 3 29,25.87,78.57
2016/9/16 11:35:18,28 94 E9 3 0 0 80 5E,25.75,78.35
2016/9/16 11:35:21,28 2C9 3 0 0 80 84,25.37,77.68
2016/9/16 11:35:25,28 CA DE 3 0 0 80 B6,26.19,79.14
2016/9/16 11:35:28,28 23 DE 3 0 0 80 9,25.50,77.90
2016/9/16 11:35:31,28 7B DF 3 0 0 80 4B,25.56,78.01
2016/9/16 11:35:34,28F 6E CF 43 16 3 29,26.25,79.25
2016/9/16 11:38:36,28 94 E9 3 0 0 80 5E,25.87,78.57
2016/9/16 11:38:39,28 2C9 3 0 0 80 84,25.69,78.24
2016/9/16 11:38:42,28 CA DE 3 0 0 80 B6,25.81,78.46
2016/9/16 11:38:45,28 23 DE 3 0 0 80 9,25.44,77.79
2016/9/16 11:38:49,28 7B DF 3 0 0 80 4B,25.44,77.79
2016/9/16 11:38:52,28F 6E CF 43 16 3 29,26.62,79.93
2016/9/16 11:41:54,28 94 E9 3 0 0 80 5E,25.94,78.69
2016/9/16 11:41:57,28 2C9 3 0 0 80 84,25.87,78.57
2016/9/16 11:42:0,28 CA DE 3 0 0 80 B6,25.44,77.79
2016/9/16 11:42:3,28 23 DE 3 0 0 80 9,25.50,77.90
2016/9/16 11:42:6,28 7B DF 3 0 0 80 4B,26.31,79.36
2016/9/16 11:42:9,28F 6E CF 43 16 3 29,27.06,80.71
2016/9/16 11:45:12,28 94 E9 3 0 0 80 5E,24.94,76.89
2016/9/16 11:45:15,28 2C9 3 0 0 80 84,24.87,76.77
2016/9/16 11:45:18,28 CA DE 3 0 0 80 B6,24.44,75.99
2016/9/16 11:45:21,28 23 DE 3 0 0 80 9,24.62,76.32
2016/9/16 11:45:24,28 7B DF 3 0 0 80 4B,25.81,78.46
2016/9/16 11:45:27,28F 6E CF 43 16 3 29,26.37,79.47
2016/9/16 11:48:29,28 94 E9 3 0 0 80 5E,24.56,76.21
2016/9/16 11:48:32,28 2C9 3 0 0 80 84,24.44,75.99
2016/9/16 11:48:36,28 CA DE 3 0 0 80 B6,24.62,76.32
2016/9/16 11:48:39,28 23 DE 3 0 0 80 9,24.31,75.76
2016/9/16 11:48:42,28 7B DF 3 0 0 80 4B,25.00,77.00
2016/9/16 11:48:45,28F 6E CF 43 16 3 29,26.25,79.25
2016/9/16 11:51:47,28 94 E9 3 0 0 80 5E,24.69,76.44
2016/9/16 11:51:50,28 2C9 3 0 0 80 84,24.37,75.87
2016/9/16 11:51:53,28 CA DE 3 0 0 80 B6,25.06,77.11
2016/9/16 11:51:56,28 23 DE 3 0 0 80 9,24.62,76.32
2016/9/16 11:52:0,28 7B DF 3 0 0 80 4B,25.25,77.45
2016/9/16 11:52:3,28F 6E CF 43 16 3 29,26.25,79.25
2016/9/16 11:55:5,28 94 E9 3 0 0 80 5E,25.37,77.68
2016/9/16 11:55:8,28 2C9 3 0 0 80 84,25.00,77.00
2016/9/16 11:55:11,28 CA DE 3 0 0 80 B6,25.81,78.46
2016/9/16 11:55:14,28 23 DE 3 0 0 80 9,24.87,76.77
2016/9/16 11:55:17,28 7B DF 3 0 0 80 4B,26.19,79.14
2016/9/16 11:55:20,28F 6E CF 43 16 3 29,27.37,81.27
2016/9/16 11:58:23,28 94 E9 3 0 0 80 5E,25.69,78.24
2016/9/16 11:58:26,28 2C9 3 0 0 80 84,25.62,78.12
2016/9/16 11:58:29,28 CA DE 3 0 0 80 B6,27.31,81.16
2016/9/16 11:58:32,28 23 DE 3 0 0 80 9,25.56,78.01
2016/9/16 11:58:35,28 7B DF 3 0 0 80 4B,27.19,80.94
2016/9/16 11:58:38,28F 6E CF 43 16 3 29,28.62,83.52
2016/9/16 12:1:40,28 94 E9 3 0 0 80 5E,26.12,79.02
2016/9/16 12:1:44,28 2C9 3 0 0 80 84,26.19,79.14
2016/9/16 12:1:47,28 CA DE 3 0 0 80 B6,27.69,81.84
2016/9/16 12:1:50,28 23 DE 3 0 0 80 9,25.50,77.90
2016/9/16 12:1:53,28 7B DF 3 0 0 80 4B,27.56,81.61
2016/9/16 12:1:56,28F 6E CF 43 16 3 29,28.62,83.52
2016/9/16 12:4:58,28 94 E9 3 0 0 80 5E,26.56,79.81
2016/9/16 12:5:1,28 2C9 3 0 0 80 84,25.37,77.68
2016/9/16 12:5:4,28 CA DE 3 0 0 80 B6,26.69,80.04
2016/9/16 12:5:7,28 23 DE 3 0 0 80 9,25.37,77.68
2016/9/16 12:5:11,28 7B DF 3 0 0 80 4B,27.06,80.71
2016/9/16 12:5:14,28F 6E CF 43 16 3 29,28.00,82.40
2016/9/16 12:8:16,28 94 E9 3 0 0 80 5E,26.94,80.49
2016/9/16 12:8:19,28 2C9 3 0 0 80 84,25.87,78.57
2016/9/16 12:8:22,28 CA DE 3 0 0 80 B6,27.19,80.94
2016/9/16 12:8:25,28 23 DE 3 0 0 80 9,26.75,80.15
2016/9/16 12:8:28,28 7B DF 3 0 0 80 4B,27.56,81.61
2016/9/16 12:8:31,28F 6E CF 43 16 3 29,28.19,82.74
2016/9/16 12:11:34,28 94 E9 3 0 0 80 5E,26.62,79.93
2016/9/16 12:11:37,28 2C9 3 0 0 80 84,25.94,78.69
2016/9/16 12:11:40,28 CA DE 3 0 0 80 B6,26.62,79.93
2016/9/16 12:11:43,28 23 DE 3 0 0 80 9,26.81,80.26
2016/9/16 12:11:46,28 7B DF 3 0 0 80 4B,26.94,80.49
2016/9/16 12:11:49,28F 6E CF 43 16 3 29,27.56,81.61
2016/9/16 12:14:51,28 94 E9 3 0 0 80 5E,26.06,78.91
2016/9/16 12:14:55,28 2C9 3 0 0 80 84,26.31,79.36
2016/9/16 12:14:58,28 CA DE 3 0 0 80 B6,26.31,79.36
2016/9/16 12:15:1,28 23 DE 3 0 0 80 9,25.94,78.69
2016/9/16 12:15:4,28 7B DF 3 0 0 80 4B,27.06,80.71
2016/9/16 12:15:7,28F 6E CF 43 16 3 29,27.19,80.94
2016/9/16 12:18:9,28 94 E9 3 0 0 80 5E,25.44,77.79
2016/9/16 12:18:12,28 2C9 3 0 0 80 84,25.56,78.01
2016/9/16 12:18:15,28 CA DE 3 0 0 80 B6,25.69,78.24
2016/9/16 12:18:19,28 23 DE 3 0 0 80 9,25.12,77.22
2016/9/16 12:18:22,28 7B DF 3 0 0 80 4B,26.12,79.02
2016/9/16 12:18:25,28F 6E CF 43 16 3 29,25.94,78.69
2016/9/16 12:21:27,28 94 E9 3 0 0 80 5E,25.69,78.24
2016/9/16 12:21:30,28 2C9 3 0 0 80 84,25.87,78.57
2016/9/16 12:21:33,28 CA DE 3 0 0 80 B6,25.69,78.24
2016/9/16 12:21:36,28 23 DE 3 0 0 80 9,25.44,77.79
2016/9/16 12:21:39,28 7B DF 3 0 0 80 4B,26.12,79.02
2016/9/16 12:21:43,28F 6E CF 43 16 3 29,26.06,78.91
2016/9/16 12:24:45,28 94 E9 3 0 0 80 5E,25.69,78.24
2016/9/16 12:24:48,28 2C9 3 0 0 80 84,25.69,78.24
2016/9/16 12:24:51,28 CA DE 3 0 0 80 B6,26.06,78.91
2016/9/16 12:24:54,28 23 DE 3 0 0 80 9,25.50,77.90
2016/9/16 12:24:57,28 7B DF 3 0 0 80 4B,26.12,79.02
2016/9/16 12:25:0,28F 6E CF 43 16 3 29,26.19,79.14
2016/9/16 12:28:2,28 94 E9 3 0 0 80 5E,25.81,78.46
2016/9/16 12:28:6,28 2C9 3 0 0 80 84,25.69,78.24
2016/9/16 12:28:9,28 CA DE 3 0 0 80 B6,25.94,78.69
2016/9/16 12:28:12,28 23 DE 3 0 0 80 9,25.69,78.24
2016/9/16 12:28:15,28 7B DF 3 0 0 80 4B,26.06,78.91
2016/9/16 12:28:18,28F 6E CF 43 16 3 29,26.19,79.14
2016/9/16 12:31:20,28 94 E9 3 0 0 80 5E,25.12,77.22
2016/9/16 12:31:23,28 2C9 3 0 0 80 84,25.00,77.00
2016/9/16 12:31:26,28 CA DE 3 0 0 80 B6,25.50,77.90
2016/9/16 12:31:30,28 23 DE 3 0 0 80 9,25.00,77.00
2016/9/16 12:31:33,28 7B DF 3 0 0 80 4B,25.62,78.12
2016/9/16 12:31:36,28F 6E CF 43 16 3 29,25.81,78.46
2016/9/16 12:34:38,28 94 E9 3 0 0 80 5E,25.06,77.11
2016/9/16 12:34:41,28 2C9 3 0 0 80 84,25.06,77.11
2016/9/16 12:34:44,28 CA DE 3 0 0 80 B6,25.44,77.79
2016/9/16 12:34:47,28 23 DE 3 0 0 80 9,25.06,77.11
2016/9/16 12:34:50,28 7B DF 3 0 0 80 4B,25.50,77.90
2016/9/16 12:34:54,28F 6E CF 43 16 3 29,25.87,78.57
2016/9/16 12:37:56,28 94 E9 3 0 0 80 5E,25.31,77.56
2016/9/16 12:37:59,28 2C9 3 0 0 80 84,25.56,78.01
2016/9/16 12:38:2,28 CA DE 3 0 0 80 B6,25.94,78.69
2016/9/16 12:38:5,28 23 DE 3 0 0 80 9,25.56,78.01
2016/9/16 12:38:8,28 7B DF 3 0 0 80 4B,26.00,78.80
2016/9/16 12:38:11,28F 6E CF 43 16 3 29,26.37,79.47
2016/9/16 12:41:13,28 94 E9 3 0 0 80 5E,25.94,78.69
2016/9/16 12:41:17,28 2C9 3 0 0 80 84,26.19,79.14
2016/9/16 12:41:20,28 CA DE 3 0 0 80 B6,26.19,79.14
2016/9/16 12:41:23,28 23 DE 3 0 0 80 9,26.00,78.80
2016/9/16 12:41:26,28 7B DF 3 0 0 80 4B,26.81,80.26
2016/9/16 12:41:29,28F 6E CF 43 16 3 29,27.00,80.60
2016/9/16 12:44:31,28 94 E9 3 0 0 80 5E,25.94,78.69
2016/9/16 12:44:34,28 2C9 3 0 0 80 84,26.56,79.81
2016/9/16 12:44:37,28 CA DE 3 0 0 80 B6,26.12,79.02
2016/9/16 12:44:41,28 23 DE 3 0 0 80 9,25.94,78.69
2016/9/16 12:44:44,28 7B DF 3 0 0 80 4B,28.31,82.96
2016/9/16 12:44:47,28F 6E CF 43 16 3 29,27.69,81.84
2016/9/16 12:47:49,28 94 E9 3 0 0 80 5E,26.06,78.91
2016/9/16 12:47:52,28 2C9 3 0 0 80 84,27.19,80.94
2016/9/16 12:47:55,28 CA DE 3 0 0 80 B6,26.12,79.02
2016/9/16 12:47:58,28 23 DE 3 0 0 80 9,26.00,78.80
2016/9/16 12:48:1,28 7B DF 3 0 0 80 4B,28.50,83.30
2016/9/16 12:48:5,28F 6E CF 43 16 3 29,27.69,81.84
2016/9/16 12:51:7,28 94 E9 3 0 0 80 5E,26.75,80.15
2016/9/16 12:51:10,28 2C9 3 0 0 80 84,27.62,81.72
2016/9/16 12:51:13,28 CA DE 3 0 0 80 B6,26.62,79.93
2016/9/16 12:51:16,28 23 DE 3 0 0 80 9,26.31,79.36
2016/9/16 12:51:19,28 7B DF 3 0 0 80 4B,27.81,82.06
2016/9/16 12:51:22,28F 6E CF 43 16 3 29,28.12,82.62
2016/9/16 12:54:24,28 94 E9 3 0 0 80 5E,26.31,79.36
2016/9/16 12:54:28,28 2C9 3 0 0 80 84,26.81,80.26
2016/9/16 12:54:31,28 CA DE 3 0 0 80 B6,26.44,79.59
2016/9/16 12:54:34,28 23 DE 3 0 0 80 9,26.06,78.91
2016/9/16 12:54:37,28 7B DF 3 0 0 80 4B,28.00,82.40
2016/9/16 12:54:40,28F 6E CF 43 16 3 29,27.69,81.84
2016/9/16 12:57:42,28 94 E9 3 0 0 80 5E,26.37,79.47
2016/9/16 12:57:45,28 2C9 3 0 0 80 84,26.19,79.14
2016/9/16 12:57:48,28 CA DE 3 0 0 80 B6,25.87,78.57
2016/9/16 12:57:52,28 23 DE 3 0 0 80 9,25.87,78.57
2016/9/16 12:57:55,28 7B DF 3 0 0 80 4B,28.12,82.62
2016/9/16 12:57:58,28F 6E CF 43 16 3 29,27.00,80.60
2016/9/16 13:1:0,28 94 E9 3 0 0 80 5E,26.44,79.59
2016/9/16 13:1:3,28 2C9 3 0 0 80 84,26.25,79.25
2016/9/16 13:1:6,28 CA DE 3 0 0 80 B6,26.06,78.91
2016/9/16 13:1:9,28 23 DE 3 0 0 80 9,25.87,78.57
2016/9/16 13:1:12,28 7B DF 3 0 0 80 4B,27.81,82.06
2016/9/16 13:1:16,28F 6E CF 43 16 3 29,26.87,80.37
2016/9/16 13:4:18,28 94 E9 3 0 0 80 5E,26.44,79.59
2016/9/16 13:4:21,28 2C9 3 0 0 80 84,26.37,79.47
2016/9/16 13:4:24,28 CA DE 3 0 0 80 B6,26.81,80.26
2016/9/16 13:4:27,28 23 DE 3 0 0 80 9,26.25,79.25
2016/9/16 13:4:30,28 7B DF 3 0 0 80 4B,28.19,82.74
2016/9/16 13:4:33,28F 6E CF 43 16 3 29,27.50,81.50
2016/9/16 13:7:35,28 94 E9 3 0 0 80 5E,26.50,79.70
2016/9/16 13:7:39,28 2C9 3 0 0 80 84,26.75,80.15
2016/9/16 13:7:42,28 CA DE 3 0 0 80 B6,27.12,80.82
2016/9/16 13:7:45,28 23 DE 3 0 0 80 9,26.31,79.36
2016/9/16 13:7:48,28 7B DF 3 0 0 80 4B,28.25,82.85
2016/9/16 13:7:51,28F 6E CF 43 16 3 29,27.69,81.84
2016/9/16 13:10:53,28 94 E9 3 0 0 80 5E,26.50,79.70
2016/9/16 13:10:56,28 2C9 3 0 0 80 84,26.44,79.59
2016/9/16 13:10:59,28 CA DE 3 0 0 80 B6,26.50,79.70
2016/9/16 13:11:3,28 23 DE 3 0 0 80 9,25.94,78.69
2016/9/16 13:11:6,28 7B DF 3 0 0 80 4B,28.81,83.86
2016/9/16 13:11:9,28F 6E CF 43 16 3 29,27.69,81.84
2016/9/16 13:14:11,28 94 E9 3 0 0 80 5E,27.00,80.60
2016/9/16 13:14:14,28 2C9 3 0 0 80 84,26.62,79.93
2016/9/16 13:14:17,28 CA DE 3 0 0 80 B6,27.00,80.60
2016/9/16 13:14:20,28 23 DE 3 0 0 80 9,26.25,79.25
2016/9/16 13:14:23,28 7B DF 3 0 0 80 4B,28.62,83.52
2016/9/16 13:14:27,28F 6E CF 43 16 3 29,28.37,83.07
2016/9/16 13:17:29,28 94 E9 3 0 0 80 5E,27.19,80.94
2016/9/16 13:17:32,28 2C9 3 0 0 80 84,26.75,80.15
2016/9/16 13:17:35,28 CA DE 3 0 0 80 B6,27.44,81.39
2016/9/16 13:17:38,28 23 DE 3 0 0 80 9,26.56,79.81
2016/9/16 13:17:41,28 7B DF 3 0 0 80 4B,28.81,83.86
2016/9/16 13:17:44,28F 6E CF 43 16 3 29,29.00,84.20
2016/9/16 13:20:46,28 94 E9 3 0 0 80 5E,27.12,80.82
2016/9/16 13:20:50,28 2C9 3 0 0 80 84,27.69,81.84
2016/9/16 13:20:53,28 CA DE 3 0 0 80 B6,27.12,80.82
2016/9/16 13:20:56,28 23 DE 3 0 0 80 9,26.75,80.15
2016/9/16 13:20:59,28 7B DF 3 0 0 80 4B,29.25,84.65
2016/9/16 13:21:2,28F 6E CF 43 16 3 29,28.94,84.09
2016/9/16 13:24:4,28 94 E9 3 0 0 80 5E,27.62,81.72
2016/9/16 13:24:7,28 2C9 3 0 0 80 84,27.62,81.72
2016/9/16 13:24:10,28 CA DE 3 0 0 80 B6,27.31,81.16
2016/9/16 13:24:14,28 23 DE 3 0 0 80 9,26.75,80.15
2016/9/16 13:24:17,28 7B DF 3 0 0 80 4B,29.81,85.66
2016/9/16 13:24:20,28F 6E CF 43 16 3 29,29.25,84.65
2016/9/16 13:27:22,28 94 E9 3 0 0 80 5E,27.75,81.95
2016/9/16 13:27:25,28 2C9 3 0 0 80 84,27.94,82.29
2016/9/16 13:27:28,28 CA DE 3 0 0 80 B6,28.56,83.41
2016/9/16 13:27:31,28 23 DE 3 0 0 80 9,27.44,81.39
2016/9/16 13:27:34,28 7B DF 3 0 0 80 4B,29.75,85.55
2016/9/16 13:27:38,28F 6E CF 43 16 3 29,29.31,84.76
2016/9/16 13:30:40,28 94 E9 3 0 0 80 5E,28.19,82.74
2016/9/16 13:30:43,28 2C9 3 0 0 80 84,28.50,83.30
2016/9/16 13:30:46,28 CA DE 3 0 0 80 B6,28.81,83.86
2016/9/16 13:30:49,28 23 DE 3 0 0 80 9,27.56,81.61
2016/9/16 13:30:52,28 7B DF 3 0 0 80 4B,29.25,84.65
2016/9/16 13:30:55,28F 6E CF 43 16 3 29,29.25,84.65
2016/9/16 13:33:57,28 94 E9 3 0 0 80 5E,27.62,81.72
2016/9/16 13:34:1,28 2C9 3 0 0 80 84,27.44,81.39
2016/9/16 13:34:4,28 CA DE 3 0 0 80 B6,28.19,82.74
2016/9/16 13:34:7,28 23 DE 3 0 0 80 9,27.00,80.60
2016/9/16 13:34:10,28 7B DF 3 0 0 80 4B,28.06,82.51
2016/9/16 13:34:13,28F 6E CF 43 16 3 29,28.56,83.41
2016/9/16 13:37:15,28 94 E9 3 0 0 80 5E,27.56,81.61
2016/9/16 13:37:18,28 2C9 3 0 0 80 84,27.19,80.94
2016/9/16 13:37:21,28 CA DE 3 0 0 80 B6,27.69,81.84
2016/9/16 13:37:25,28 23 DE 3 0 0 80 9,27.06,80.71
2016/9/16 13:37:28,28 7B DF 3 0 0 80 4B,27.94,82.29
2016/9/16 13:37:31,28F 6E CF 43 16 3 29,28.19,82.74
2016/9/16 13:40:33,28 94 E9 3 0 0 80 5E,27.50,81.50
2016/9/16 13:40:36,28 2C9 3 0 0 80 84,27.44,81.39
2016/9/16 13:40:39,28 CA DE 3 0 0 80 B6,27.50,81.50
2016/9/16 13:40:42,28 23 DE 3 0 0 80 9,27.31,81.16
2016/9/16 13:40:45,28 7B DF 3 0 0 80 4B,28.00,82.40
2016/9/16 13:40:49,28F 6E CF 43 16 3 29,28.31,82.96
2016/9/16 13:43:51,28 94 E9 3 0 0 80 5E,27.31,81.16
2016/9/16 13:43:54,28 2C9 3 0 0 80 84,27.50,81.50
2016/9/16 13:43:57,28 CA DE 3 0 0 80 B6,27.69,81.84
2016/9/16 13:44:0,28 23 DE 3 0 0 80 9,27.37,81.27
2016/9/16 13:44:3,28 7B DF 3 0 0 80 4B,28.19,82.74
2016/9/16 13:44:6,28F 6E CF 43 16 3 29,28.69,83.64
2016/9/16 13:47:8,28 94 E9 3 0 0 80 5E,27.50,81.50
2016/9/16 13:47:12,28 2C9 3 0 0 80 84,27.69,81.84
2016/9/16 13:47:15,28 CA DE 3 0 0 80 B6,27.56,81.61
2016/9/16 13:47:18,28 23 DE 3 0 0 80 9,27.25,81.05
2016/9/16 13:47:21,28 7B DF 3 0 0 80 4B,28.19,82.74
2016/9/16 13:47:24,28F 6E CF 43 16 3 29,28.75,83.75
2016/9/16 13:50:26,28 94 E9 3 0 0 80 5E,27.69,81.84
2016/9/16 13:50:29,28 2C9 3 0 0 80 84,28.44,83.19
2016/9/16 13:50:32,28 CA DE 3 0 0 80 B6,27.75,81.95
2016/9/16 13:50:36,28 23 DE 3 0 0 80 9,27.62,81.72
2016/9/16 13:50:39,28 7B DF 3 0 0 80 4B,29.69,85.44
2016/9/16 13:50:42,28F 6E CF 43 16 3 29,29.50,85.10
2016/9/16 13:53:44,28 94 E9 3 0 0 80 5E,27.31,81.16
2016/9/16 13:53:47,28 2C9 3 0 0 80 84,28.12,82.62
2016/9/16 13:53:50,28 CA DE 3 0 0 80 B6,27.69,81.84
2016/9/16 13:53:53,28 23 DE 3 0 0 80 9,27.56,81.61
2016/9/16 13:53:56,28 7B DF 3 0 0 80 4B,28.94,84.09
2016/9/16 13:54:0,28F 6E CF 43 16 3 29,29.19,84.54
2016/9/16 13:57:2,28 94 E9 3 0 0 80 5E,28.37,83.07
2016/9/16 13:57:5,28 2C9 3 0 0 80 84,28.75,83.75
2016/9/16 13:57:8,28 CA DE 3 0 0 80 B6,28.44,83.19
2016/9/16 13:57:11,28 23 DE 3 0 0 80 9,28.12,82.62
2016/9/16 13:57:14,28 7B DF 3 0 0 80 4B,29.44,84.99
2016/9/16 13:57:17,28F 6E CF 43 16 3 29,29.69,85.44
2016/9/16 14:0:19,28 94 E9 3 0 0 80 5E,28.81,83.86
2016/9/16 14:0:23,28 2C9 3 0 0 80 84,28.12,82.62
2016/9/16 14:0:26,28 CA DE 3 0 0 80 B6,27.81,82.06
2016/9/16 14:0:29,28 23 DE 3 0 0 80 9,27.50,81.50
2016/9/16 14:0:32,28 7B DF 3 0 0 80 4B,29.50,85.10
2016/9/16 14:0:35,28F 6E CF 43 16 3 29,29.37,84.87
2016/9/16 14:3:37,28 94 E9 3 0 0 80 5E,29.06,84.31
2016/9/16 14:3:40,28 2C9 3 0 0 80 84,28.31,82.96
2016/9/16 14:3:43,28 CA DE 3 0 0 80 B6,28.81,83.86
2016/9/16 14:3:47,28 23 DE 3 0 0 80 9,27.94,82.29
2016/9/16 14:3:50,28 7B DF 3 0 0 80 4B,29.19,84.54
2016/9/16 14:3:53,28F 6E CF 43 16 3 29,29.56,85.21
2016/9/16 14:6:55,28 94 E9 3 0 0 80 5E,27.25,81.05
2016/9/16 14:6:58,28 2C9 3 0 0 80 84,26.87,80.37
2016/9/16 14:7:1,28 CA DE 3 0 0 80 B6,28.25,82.85
2016/9/16 14:7:4,28 23 DE 3 0 0 80 9,26.81,80.26
2016/9/16 14:7:7,28 7B DF 3 0 0 80 4B,27.44,81.39
2016/9/16 14:7:11,28F 6E CF 43 16 3 29,28.25,82.85
2016/9/16 14:10:13,28 94 E9 3 0 0 80 5E,27.56,81.61
2016/9/16 14:10:16,28 2C9 3 0 0 80 84,27.94,82.29
